ID,question,state,state name,State Id,year,applies to,response,citations,cautions
725,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2005,All,Yes,Haw. Rev. Stat. §134-2,
726,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2005,All,No,,
727,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2005,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
728,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2005,All,No,,
729,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2005,All,Yes,Iowa Code § 724.15,
730,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2005,All,No,,
731,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2005,All,No,,
732,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2005,All,No,,
733,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2005,All,No,,
734,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2005,All,Yes,Md. Public Safety Code § 5-124(a),
735,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2005,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
736,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2005,All,Yes,"MCLS §§ 28.422, 28.426",
737,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2005,All,No,,
738,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2005,All,No,,
739,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2005,All,Yes,§ 571.090 R.S.Mo,
740,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2005,All,No,,
741,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2005,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
742,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2005,All,No,,
743,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2005,All,No,,
744,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2005,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
745,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2005,All,No,,
746,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2005,All,Yes,N.Y. Penal Law § 400.00(4),
747,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2005,All,Yes,N.C. Gen. Stat. § 14-402(a),
748,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2005,All,No,,
749,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2005,All,No,,
750,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2005,All,No,,
751,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2005,All,No,,
752,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2005,All,Yes,18 Pa. Cons. Stat. § 6111(c),
753,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2005,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
754,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2005,All,No,,
755,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2005,All,No,,
756,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2005,All,No,,
757,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2005,All,No,,
758,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2005,All,No,,
759,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2005,All,No,,
760,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2005,All,No,,
761,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2005,All,No,,
762,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2005,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
763,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2005,All,No,,
764,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2005,All,No,,
765,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2005,All,No,,
766,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2006,All,No,,
767,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2006,All,No,,
768,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2006,All,No,,
769,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2006,All,No,,
770,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2006,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
771,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2006,All,No,,
772,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2006,All,Yes,Conn. Gen. Stat. § 29-33(c),
773,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2006,All,No,,
774,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2006,All,No,,
775,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2006,All,No,,
776,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2006,All,Yes,Haw. Rev. Stat. §134-2,
777,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2006,All,No,,
778,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2006,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
779,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2006,All,No,,
780,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2006,All,Yes,Iowa Code § 724.15,
781,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2006,All,No,,
782,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2006,All,No,,
783,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2006,All,No,,
784,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2006,All,No,,
785,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2006,All,Yes,Md. Public Safety Code § 5-124(a),
786,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2006,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
787,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2006,All,Yes,"MCLS §§ 28.422, 28.426",
788,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2006,All,No,,
789,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2006,All,No,,
790,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2006,All,Yes,§ 571.090 R.S.Mo,
791,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2006,All,No,,
792,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2006,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
793,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2006,All,No,,
794,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2006,All,No,,
795,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2006,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
796,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2006,All,No,,
797,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2006,All,Yes,N.Y. Penal Law § 400.00(4),
798,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2006,All,Yes,N.C. Gen. Stat. § 14-402(a),
799,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2006,All,No,,
800,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2006,All,No,,
801,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2006,All,No,,
802,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2006,All,No,,
803,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2006,All,Yes,18 Pa. Cons. Stat. § 6111(c),
804,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2006,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
805,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2006,All,No,,
806,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2006,All,No,,
807,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2006,All,No,,
808,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2006,All,No,,
809,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2006,All,No,,
810,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2006,All,No,,
811,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2006,All,No,,
812,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2006,All,No,,
813,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2006,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
814,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2006,All,No,,
815,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2006,All,No,,
816,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2006,All,No,,
817,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2007,All,No,,
818,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2007,All,No,,
819,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2007,All,No,,
820,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2007,All,No,,
821,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2007,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
822,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2007,All,No,,
823,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2007,All,Yes,Conn. Gen. Stat. § 29-33(c),
824,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2007,All,No,,
825,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2007,All,No,,
826,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2007,All,No,,
827,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2007,All,Yes,Haw. Rev. Stat. §134-2,
828,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2007,All,No,,
829,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2007,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
830,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2007,All,No,,
831,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2007,All,Yes,Iowa Code § 724.15,
832,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2007,All,No,,
833,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2007,All,No,,
834,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2007,All,No,,
835,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2007,All,No,,
836,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2007,All,Yes,Md. Public Safety Code § 5-124(a),
837,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2007,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
838,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2007,All,Yes,"MCLS §§ 28.422, 28.426",
839,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2007,All,No,,
840,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2007,All,No,,
841,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2007,All,No,,
842,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2007,All,No,,
843,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2007,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
844,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2007,All,No,,
845,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2007,All,No,,
846,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2007,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
847,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2007,All,No,,
848,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2007,All,Yes,N.Y. Penal Law § 400.00(4),
849,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2007,All,Yes,N.C. Gen. Stat. § 14-402(a),
850,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2007,All,No,,
851,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2007,All,No,,
852,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2007,All,No,,
853,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2007,All,No,,
854,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2007,All,Yes,18 Pa. Cons. Stat. § 6111(c),
855,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2007,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
856,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2007,All,No,,
857,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2007,All,No,,
858,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2007,All,No,,
859,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2007,All,No,,
860,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2007,All,No,,
861,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2007,All,No,,
862,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2007,All,No,,
863,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2007,All,No,,
864,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2007,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
865,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2007,All,No,,
866,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2007,All,No,,
867,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2007,All,No,,
868,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2008,All,No,,
869,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2008,All,No,,
870,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2008,All,No,,
871,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2008,All,No,,
872,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2008,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
873,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2008,All,No,,
874,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2008,All,Yes,Conn. Gen. Stat. § 29-33(c),
875,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2008,All,No,,
876,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2008,All,No,,
877,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2008,All,No,,
878,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2008,All,Yes,Haw. Rev. Stat. §134-2,
879,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2008,All,No,,
880,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2008,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
881,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2008,All,No,,
882,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2008,All,Yes,Iowa Code § 724.15,
883,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2008,All,No,,
884,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2008,All,No,,
885,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2008,All,No,,
886,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2008,All,No,,
887,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2008,All,Yes,Md. Public Safety Code § 5-124(a),
888,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2008,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
889,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2008,All,Yes,"MCLS §§ 28.422, 28.426",
890,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2008,All,No,,
891,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2008,All,No,,
892,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2008,All,No,,
893,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2008,All,No,,
894,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2008,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
895,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2008,All,No,,
896,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2008,All,No,,
897,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2008,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
898,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2008,All,No,,
899,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2008,All,Yes,N.Y. Penal Law § 400.00(4),
900,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2008,All,Yes,N.C. Gen. Stat. § 14-402(a),
901,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2008,All,No,,
902,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2008,All,No,,
903,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2008,All,No,,
904,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2008,All,No,,
905,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2008,All,Yes,18 Pa. Cons. Stat. § 6111(c),
906,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2008,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
907,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2008,All,No,,
908,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2008,All,No,,
909,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2008,All,No,,
910,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2008,All,No,,
911,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2008,All,No,,
912,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2008,All,No,,
913,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2008,All,No,,
914,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2008,All,No,,
915,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2008,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
916,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2008,All,No,,
917,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2008,All,No,,
918,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2008,All,No,,
919,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2009,All,No,,
920,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2009,All,No,,
921,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2009,All,No,,
922,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2009,All,No,,
923,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2009,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
924,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2009,All,No,,
925,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2009,All,Yes,Conn. Gen. Stat. § 29-33(c),
926,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2009,All,No,,
927,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2009,All,No,,
928,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2009,All,No,,
929,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2009,All,Yes,Haw. Rev. Stat. §134-2,
930,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2009,All,No,,
931,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2009,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
932,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2009,All,No,,
933,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2009,All,Yes,Iowa Code § 724.15,
934,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2009,All,No,,
935,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2009,All,No,,
936,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2009,All,No,,
937,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2009,All,No,,
938,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2009,All,Yes,Md. Public Safety Code § 5-124(a),
939,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2009,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
940,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2009,All,Yes,"MCLS §§ 28.422, 28.426",
941,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2009,All,No,,
942,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2009,All,No,,
943,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2009,All,No,,
944,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2009,All,No,,
945,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2009,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
946,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2009,All,No,,
947,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2009,All,No,,
948,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2009,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
949,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2009,All,No,,
950,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2009,All,Yes,N.Y. Penal Law § 400.00(4),
951,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2009,All,Yes,N.C. Gen. Stat. § 14-402(a),
952,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2009,All,No,,
953,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2009,All,No,,
954,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2009,All,No,,
955,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2009,All,No,,
956,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2009,All,Yes,18 Pa. Cons. Stat. § 6111(c),
957,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2009,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
958,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2009,All,No,,
959,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2009,All,No,,
960,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2009,All,No,,
961,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2009,All,No,,
962,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2009,All,No,,
963,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2009,All,No,,
964,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2009,All,No,,
965,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2009,All,No,,
966,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2009,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
967,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2009,All,No,,
968,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2009,All,No,,
969,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2009,All,No,,
970,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2010,All,No,,
